time,voltage,current
2115.047,3.49264904176421,-2.011955438626154
2133.969,3.490903811475105,-2.0117008155468996
2152.812,3.488848632551381,-2.0122905398568998
2171.625,3.486869289553692,-2.0112903504210333
2190.547,3.4849958723381325,-2.011624701198909
2209.422,3.4831738120107745,-2.0136155754500633
2228.297,3.480996352828119,-2.0119309097631826
2247.219,3.479328828837194,-2.015181645434741
2265.969,3.477212881390962,-2.014043673338185
2284.937,3.4753105413831458,-2.013217760628927
2303.859,3.473443290386014,-2.011669638943265
2322.797,3.4711879019081686,-2.0128933420251287
2341.766,3.469158039902223,-2.0119443831543045
2360.594,3.4671579943063167,-2.012427484501588
2379.578,3.465097993031564,-2.010299629981853
2398.672,3.463197485444895,-2.012658501123071
2417.797,3.460765705112582,-2.013968219184656
2436.906,3.4585295432468413,-2.0144535347695864
2455.969,3.4563759463501422,-2.010759639842223
2474.984,3.4538210537417333,-2.0121779984073713
2494.031,3.4515907122275227,-2.0087093465325
2513.187,3.4493434152393183,-2.016679128578936
2532.391,3.446911775455076,-2.0138586708540003
2551.547,3.444337080026871,-2.0115758127460204
2570.578,3.4418610480967886,-2.011119043674645
2589.703,3.4389402660812247,-2.013523872307681
2608.797,3.4363610349510556,-2.0112922215928988
2627.953,3.4336708090485026,-2.0138901413030603
2647.234,3.4308965803729032,-2.0126687404943913
2666.516,3.4278208975786204,-2.0128414375740236
2685.812,3.4248440591339078,-2.0110968292008407
2704.969,3.4217572691161324,-2.01176990089421
2724.203,3.4187463240429086,-2.010560853989072
2743.453,3.415457808616587,-2.012447887937708
2762.625,3.4117760087144955,-2.009914541451216
2781.922,3.408293969372279,-2.0152481947556304
2801.25,3.404357793933063,-2.0150953474129545
2820.625,3.4002362406403064,-2.012875924788009
2839.937,3.3961307178717886,-2.009719858043891
2859.234,3.391813378425516,-2.012525609775728
2878.578,3.3870482919863876,-2.0124717716077494
2897.937,3.382030920346834,-2.0123914449852918
2917.281,3.3765480941020134,-2.0117711404942584
2936.687,3.3704516808092,-2.013057210639712
2956.078,3.3637870289545013,-2.0131297744697148
2975.453,3.356852193816097,-2.0105045067999914
2994.969,3.348677494802443,-2.013446754531448
3014.453,3.3395908974645954,-2.0119982113302872
3033.891,3.3296351274331917,-2.0140764480537103
3053.375,3.3182079062628267,-2.0100685422582028
3072.859,3.304941442777412,-2.0138669451353235
3092.328,3.2903773656630855,-2.0110127332259826
3111.828,3.273715693930023,-2.0123113782132838
3131.234,3.2545164612946103,-2.011090197818606
3150.672,3.233102643098978,-2.0112350674844652
3170.187,3.20827869027007,-2.0117170273952336
3189.734,3.179961764719949,-2.0110614531850426
3209.297,3.1472229932322944,-2.011689985187744
3229.016,3.109330581432899,-2.01339607190516
3248.625,3.0653815793591006,-2.0148081760145495
3268.328,3.0130612235668974,-2.011094695691653
3287.969,2.949205490547093,-2.0142169702032073
